pitcher_id,name,pitches,pa,k_percent,bb_percent,woba,xwoba,gap,hard_hit_percent,window_days
664299,"Javier, Cristian",288,72,23.6,12.5,0.248,0.298,-0.05,26.1,21
675660,"Drohan, Shane",195,50,26.0,12.0,0.402,0.374,0.028,41.9,21
621111,"Buehler, Walker",317,76,22.4,10.5,0.334,0.334,0.0,42.9,21
676083,"Junk, Janson",291,70,20.0,7.1,0.323,0.311,0.012,31.4,21
677958,"Rocker, Kumar",293,75,16.0,8.0,0.322,0.308,0.014,42.1,21
608331,"Fried, Max",337,87,24.1,5.7,0.258,0.248,0.01,26.2,21
669467,"Pallante, Andre",348,91,9.9,8.8,0.325,0.345,-0.02,32.4,21
663738,"Lynch IV, Daniel",301,84,9.5,10.7,0.367,0.382,-0.015,40.3,21
805074,"Marte, Yunior",236,65,12.3,10.8,0.361,0.35,0.011,48.0,21
683363,"Wilkinson, Matt",238,62,22.6,3.2,0.261,0.232,0.029,37.0,21
671106,"Allen, Logan",62,14,7.1,14.3,0.486,0.396,0.09,63.6,21
669620,"Basso, Brady",210,58,10.3,8.6,0.414,0.322,0.092,40.4,21
695034,"Morris, Kade",37,14,0.0,14.3,0.592,0.546,0.046,50.0,21
668834,"McGee, Easton",50,14,7.1,7.1,0.5,0.383,0.117,75.0,21
547179,"Lorenzen, Michael",165,46,15.2,8.7,0.441,0.383,0.058,45.7,21
592791,"Taillon, Jameson",29,8,12.5,0.0,0.362,0.533,-0.171,71.4,21
701542,"Warren, Will",298,76,23.7,10.5,0.296,0.305,-0.009,46.0,21
594580,"Moll, Sam",25,5,40.0,20.0,0.46,0.204,0.256,0.0,21
691384,"Perales, Luis",163,39,20.5,23.1,0.454,0.387,0.067,40.9,21
689147,"Kerkering, Orion",131,36,22.2,19.4,0.553,0.474,0.079,42.9,21
695239,"Ahlstrom, Robby",78,19,15.8,26.3,0.312,0.362,-0.05,20.0,21
622554,"Domínguez, Seranthony",204,49,20.4,2.0,0.231,0.158,0.073,23.7,21
669165,"Hurt, Kyle",34,11,27.3,0.0,0.277,0.264,0.013,25.0,21
621112,"Blackburn, Paul",130,35,11.4,11.4,0.336,0.35,-0.014,29.6,21
476594,"Stock, Robert",84,22,18.2,13.6,0.357,0.42,-0.063,60.0,21
592332,"Gausman, Kevin",493,118,29.7,4.2,0.343,0.333,0.01,51.3,21
701656,"Henderson, Logan",458,108,25.0,7.4,0.266,0.254,0.012,29.2,21
686613,"Brown, Hunter",380,87,39.1,8.0,0.27,0.225,0.045,37.0,21
694918,"Tidwell, Blade",325,81,18.5,14.8,0.293,0.356,-0.063,38.9,21
807739,"Anderson, Kade",316,90,22.2,3.3,0.297,0.341,-0.044,46.3,21
622491,"Castillo, Luis",175,46,13.0,13.0,0.449,0.343,0.106,33.3,21
663556,"McClanahan, Shane",72,21,14.3,4.8,0.378,0.399,-0.021,52.9,21
687562,"Bennett, Jake",237,68,23.5,2.9,0.419,0.338,0.081,48.0,21
694753,"Curtis, Khristian",311,76,11.8,14.5,0.352,0.291,0.061,31.5,21
669199,"Bachar, Lake",210,51,27.5,13.7,0.285,0.276,0.009,31.0,21
672578,"Hernández, Carlos",26,6,33.3,16.7,0.417,0.445,-0.028,33.3,21
670059,"Holderman, Colin",22,4,0.0,25.0,0.625,0.248,0.377,33.3,21
666974,"Cano, Yennier",123,29,24.1,20.7,0.307,0.356,-0.049,37.5,21
642100,"Speier, Gabe",156,38,34.2,5.3,0.387,0.253,0.134,30.4,21
685126,"Eisert, Brandon",145,40,27.5,12.5,0.289,0.262,0.027,29.2,21
596133,"Weaver, Luke",110,30,26.7,6.7,0.323,0.29,0.033,30.0,21
689818,"Sandlin, David",288,78,23.1,2.6,0.285,0.29,-0.005,41.4,21
669854,"Blanco, Ronel",124,36,16.7,0.0,0.372,0.288,0.084,33.3,21
682274,"Hiraldo, Yaramil",98,22,0.0,36.4,0.418,0.389,0.029,28.6,21
701519,"Adams, Travis",188,57,12.3,8.8,0.308,0.316,-0.008,35.6,21
621383,"Banks, Tanner",194,50,20.0,8.0,0.352,0.282,0.07,27.8,21
669684,"Murphy, Chris",139,29,37.9,3.4,0.483,0.348,0.135,52.9,21
811315,"Hopkins, Brody",107,25,36.0,20.0,0.3,0.234,0.066,36.4,21
663559,"Falter, Bailey",57,18,16.7,0.0,0.239,0.256,-0.017,40.0,21
682989,"Mederos, Victor",100,27,18.5,18.5,0.463,0.377,0.086,47.1,21
671111,"Peralta, Sammy",151,39,20.5,7.7,0.4,0.354,0.046,46.4,21
683155,"Estes, Joey",54,16,6.2,6.2,0.666,0.545,0.121,42.9,21
543135,"Eovaldi, Nathan",142,40,10.0,10.0,0.312,0.356,-0.044,40.6,21
680880,"Holman, Grant",34,7,0.0,14.3,0.793,0.534,0.259,50.0,21
690440,"Hanner, Bradley",27,8,12.5,12.5,0.744,0.381,0.363,66.7,21
642232,"Yarbrough, Ryan",160,36,19.4,2.8,0.249,0.277,-0.028,21.4,21
666126,"Cortes, Carlos",26,8,0.0,37.5,0.488,0.443,0.045,40.0,21
664126,"Fairbanks, Pete",28,6,0.0,33.3,0.383,0.426,-0.043,50.0,21
656848,"Petersen, Michael",141,34,47.1,8.8,0.297,0.267,0.03,50.0,21
699008,"Kelly, Antwone",155,43,23.3,14.0,0.356,0.349,0.007,44.4,21
674073,"Weisenburger, Jack",106,28,32.1,3.6,0.239,0.221,0.018,33.3,21
668831,"Stallings, Garrett",72,21,38.1,9.5,0.126,0.149,-0.023,18.2,21
656756,"Montgomery, Jordan",122,29,13.8,3.4,0.093,0.165,-0.072,27.3,21
624431,"Trevino, Jose",33,13,15.4,0.0,0.446,0.46,-0.014,36.4,21
691769,"Abner, Philip",96,30,20.0,13.3,0.717,0.496,0.221,45.0,21
661563,"Gil, Luis",102,24,29.2,12.5,0.313,0.242,0.071,50.0,21
608372,"Sugano, Tomoyuki",259,65,18.5,9.2,0.323,0.313,0.01,46.8,21
808967,"Yamamoto, Yoshinobu",357,100,25.0,7.0,0.232,0.236,-0.004,23.5,21
625643,"López, Reynaldo",142,40,17.5,12.5,0.445,0.372,0.073,32.1,21
663436,"Martin, Davis",209,57,12.3,10.5,0.286,0.331,-0.045,50.0,21
668678,"Gallen, Zac",204,43,11.6,14.0,0.365,0.35,0.015,31.2,21
643377,"Jax, Griffin",207,54,25.9,5.6,0.186,0.256,-0.07,30.6,21
674003,"Bradford, Cody",272,71,8.5,4.2,0.286,0.32,-0.034,40.3,21
647336,"Soroka, Michael",231,59,30.5,6.8,0.247,0.255,-0.008,38.9,21
837227,"Imai, Tatsuya",85,20,40.0,20.0,0.185,0.256,-0.071,25.0,21
687075,"Sproat, Brandon",36,8,12.5,62.5,0.438,0.453,-0.015,0.0,21
678868,"Yean, Eddy",28,6,16.7,0.0,0.45,0.379,0.071,40.0,21
686930,"Barnett, Mason",158,40,20.0,20.0,0.472,0.373,0.099,50.0,21
700249,"Povich, Cade",142,36,16.7,11.1,0.389,0.335,0.054,23.1,21
687924,"Aguiar, Julian",108,28,14.3,7.1,0.307,0.251,0.056,36.4,21
692064,"Rodríguez, José",110,25,36.0,0.0,0.172,0.25,-0.078,31.2,21
621242,"Díaz, Edwin",78,15,53.3,6.7,0.167,0.128,0.039,0.0,21
663460,"Bubic, Kris",85,23,21.7,8.7,0.296,0.201,0.095,37.5,21
676454,"Cellucci, Brendan",123,31,29.0,9.7,0.123,0.277,-0.154,33.3,21
702047,"Cook, Alex",39,11,36.4,0.0,0.164,0.052,0.112,0.0,21
668674,"Erceg, Lucas",56,17,17.6,0.0,0.253,0.16,0.093,14.3,21
680686,"Gray, Josiah",48,15,6.7,0.0,0.263,0.256,0.007,28.6,21
689017,"Knack, Landon",61,15,13.3,0.0,0.287,0.244,0.043,38.5,21
680744,"Madden, Ty",73,20,15.0,5.0,0.305,0.301,0.004,31.2,21
680723,"Rom, Drew",49,16,6.2,0.0,0.191,0.271,-0.08,33.3,21
702275,"Ritchie, JR",168,44,29.5,13.6,0.443,0.304,0.139,40.0,21
675540,"Curry, Xzavion",61,16,18.8,6.2,0.678,0.602,0.076,66.7,21
702566,"Murphy, Owen",96,27,11.1,3.7,0.541,0.458,0.083,43.5,21
669194,"Nelson, Ryne",48,11,18.2,18.2,0.209,0.395,-0.186,57.1,21
657376,"Schmidt, Clarke",24,4,50.0,0.0,0.45,0.424,0.026,0.0,21
702273,"Schultz, Noah",73,20,25.0,5.0,0.125,0.164,-0.039,28.6,21
663992,"Lovelady, Richard",91,25,12.0,8.0,0.423,0.285,0.138,0.0,21
607536,"Freeland, Kyle",119,39,7.7,2.6,0.531,0.472,0.059,62.9,21
665795,"Cabrera, Edward",73,21,19.0,23.8,0.476,0.481,-0.005,41.7,21
694346,"Gibson, Trey",184,48,29.2,8.3,0.217,0.239,-0.022,26.7,21
669438,"Englert, Mason",172,44,27.3,4.5,0.657,0.445,0.212,53.3,21
669310,"Van Eyk, CJ",168,40,10.0,5.0,0.305,0.445,-0.14,41.2,21
681973,"Hendrickson, Josh",62,16,37.5,0.0,0.225,0.2,0.025,80.0,21
694820,"Roxby, Braxton",56,14,14.3,0.0,0.257,0.269,-0.012,33.3,21
594027,"Guerrero, Tyron",56,11,72.7,18.2,0.127,0.149,-0.022,0.0,21
672335,"Pérez, Cionel",66,12,8.3,8.3,0.283,0.296,-0.013,40.0,21
695445,"Lee, Chase",38,10,60.0,0.0,0.0,0.051,-0.051,50.0,21
642585,"Bautista, Félix",55,15,26.7,6.7,0.577,0.362,0.215,60.0,21
489446,"Yates, Kirby",28,6,33.3,0.0,0.3,0.232,0.068,50.0,21
663158,"Suarez, Robert",26,8,0.0,0.0,0.4,0.23,0.17,25.0,21
642207,"Williams, Devin",26,6,33.3,0.0,0.0,0.302,-0.302,50.0,21
656529,"Hentges, Sam",49,14,28.6,21.4,0.546,0.409,0.137,14.3,21
676661,"Lazar, Max",20,6,33.3,0.0,0.3,0.048,0.252,0.0,21
701121,"VanWey, Logan",70,15,13.3,0.0,0.313,0.275,0.038,46.2,21
676467,"Gordon, Colton",70,20,5.0,5.0,0.277,0.274,0.003,38.9,21
664062,"Gonsolin, Tony",63,15,33.3,20.0,0.477,0.365,0.112,28.6,21
696147,"Bachman, Sam",43,12,8.3,8.3,0.523,0.465,0.058,40.0,21
701474,"Davitt, Duncan",60,17,11.8,5.9,0.338,0.342,-0.004,35.7,21
808963,"Sasaki, Roki",20,5,40.0,0.0,0.36,0.279,0.081,33.3,21
623211,"Brazobán, Huascar",27,7,0.0,0.0,0.179,0.261,-0.082,28.6,21
687792,"Herz, DJ",63,19,21.1,10.5,0.424,0.422,0.002,46.2,21
689981,"Ryan, River",43,12,25.0,8.3,0.238,0.294,-0.056,37.5,21
702056,"Yesavage, Trey",40,7,42.9,0.0,0.286,0.22,0.066,25.0,21
689149,"Dallas, Chad",34,10,40.0,10.0,0.27,0.266,0.004,20.0,21
663941,"Beck, Tristan",32,8,12.5,0.0,0.0,0.209,-0.209,14.3,21
686730,"Spiers, Carson",62,17,29.4,0.0,0.459,0.392,0.067,58.3,21
500779,"Quintana, Jose",70,18,11.1,5.6,0.411,0.519,-0.108,46.7,21
