"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Crews, Dylan","686611","254","13.2",33.5,"112.3","90.4","101.1","92.9","88.7","442","178","407","110",43.3,"23",9.1,6
"Cortes, Carlos","666126","253","9.9",36,"110.4","88.5","99","93","85.6","461","156","400","92",36.5,"16",6.3,4.7
"Ramos, Heliot","671218","253","6.7",33.2,"112.2","92.4","103.3","97.3","88.9","444","151","407","127",50.2,"35",13.8,9
"Stowers, Kyle","669065","252","17.9",35.7,"112.8","92.5","103.6","97.2","86.9","442","191","400","142",56.3,"32",12.7,7.1
"Raleigh, Cal","663728","252","25.1",34.1,"111.4","89.8","100.4","94","82.1","418","202","383","98",38.9,"38",15.1,8.3
"Torres, Gleyber","650402","252","8.8",36.5,"106.9","86.3","97","90.4","82.2","433","156","393","84",33.3,"16",6.3,4.2
"Gilbert, Drew","687551","252","14.6",36.1,"110.1","86.3","98.1","91.2","84.7","421","154","394","89",35.3,"13",5.2,3.6
"Eldridge, Bryce","805811","251","14.1",37.1,"113.4","92.5","102.5","96.6","87.3","458","182","398","131",52.2,"29",11.6,7
"Palacios, Richie","680700","249","13.5",33.3,"106.9","86.2","96.4","89.9","85.2","416","157","388","69",27.7,"11",4.4,3.1
"Bolte, Henry","703607","245","0.1",27.3,"113.6","90.8","104.3","93.4","90.1","446","116","395","117",48,"18",7.3,4.5
"Hamilton, David","666152","245","12.5",29.4,"109.9","87","96.8","90","84.5","426","147","386","69",28.3,"8",3.3,2.3
"Gelof, Zack","680869","244","15.9",28.3,"108.9","89.2","99.8","94.3","85.1","456","166","397","104",42.6,"23",9.4,6.2
"Goldschmidt, Paul","502671","243","14.5",35,"109.8","86.8","98.8","92.9","82.2","430","163","390","89",36.6,"26",10.7,7.2
"Basallo, Samuel","694212","239","10.6",30.5,"112.5","90.2","102.1","95.6","85","437","165","399","102",42.7,"30",12.6,8.1
"DeLuca, Jonny","676356","239","14.4",28.9,"111.1","85.6","97.6","90.5","84.5","438","148","390","71",29.7,"8",3.3,2.5
"Suárez, Eugenio","553993","239","20.6",36.8,"111.3","88.4","99.4","92.7","84.7","435","187","396","86",36,"27",11.3,6
"Vivas, Jorbit","678391","239","12.1",33.5,"108.7","82.8","94.4","87.1","79.5","410","148","392","53",22.2,"8",3.3,2.5
"Garcia, Maikel","672580","238","8.7",33.6,"110.6","89.8","100.2","91.9","90","412","157","398","97",40.8,"11",4.6,3.6
"Monasterio, Andruw","655316","238","21",37,"107.5","87.7","97.5","91.3","85.1","428","185","390","76",31.9,"16",6.7,4.9
"Cronenworth, Jake","630105","237","10.6",31.2,"108.9","87","96.9","89.9","86.1","403","147","382","67",28.3,"7",3,2
"Triolo, Jared","669707","236","5.5",32.2,"108.6","86.6","97.6","89.4","85.6","419","140","409","80",33.9,"6",2.5,1.8
"Thomas, Lane","657041","235","17.4",36.2,"109.9","89.3","99.9","93.1","88.7","445","168","409","96",40.9,"15",6.4,4
"Mayo, Coby","691723","234","19.8",33.8,"116.5","91.4","103.8","96.7","85.3","468","197","412","113",48.3,"30",12.8,7.7
"Caratini, Victor","605170","233","13.2",38.2,"107.2","89.5","98.5","93.1","87.3","430","168","404","92",39.5,"15",6.4,4.3
"Seager, Corey","608369","231","12.8",36.4,"110.3","91.7","102","95.7","87.5","422","177","396","113",48.9,"35",15.2,9.7
"Yastrzemski, Mike","573262","231","15.8",33.3,"107","90.5","99.8","93.4","88.5","420","179","389","100",43.3,"15",6.5,4.2
"Chapman, Matt","656305","229","11.3",25.3,"113","88.2","99.9","93.1","86.5","432","143","398","82",35.8,"15",6.6,4.3
"Jeffers, Ryan","680777","227","16.2",35.7,"113.4","89","101.1","94.4","84.5","432","177","397","94",41.4,"26",11.5,8
"Murakami, Munetaka","808959","227","16.3",29.1,"114.1","93.9","104.4","99.9","86.5","451","189","402","130",57.3,"43",18.9,9
"Martin, Austin","668885","225","11.9",34.2,"106.8","87","96.5","90.1","85.6","406","156","394","66",29.3,"7",3.1,2.1
"Vaughn, Andrew","683734","224","10.5",30.8,"111.6","90.1","99.6","93","88.1","420","158","410","98",43.8,"12",5.4,3.8
"Young, Jared","676724","223","11.7",29.1,"113.5","89.9","101.5","93","89.6","424","153","400","101",45.3,"15",6.7,4.8
"Mead, Curtis","678554","222","15.8",35.6,"110.1","88","100.2","92.3","84.3","424","179","400","94",42.3,"24",10.8,7.3
"Holliday, Jackson","702616","219","12",37.9,"105.8","87.1","97.4","92.1","82.3","406","163","389","75",34.2,"15",6.8,4.5
"Peraza, Oswald","672724","218","9.8",32.1,"110.3","87.1","99.1","91.4","84.3","418","146","386","77",35.3,"14",6.4,4
"Alvarez, Francisco","682626","217","10.6",33.2,"112.6","90.3","102.5","96.4","86.1","437","160","402","99",45.6,"34",15.7,9
"Montgomery, Braden","695731","212","5",27.8,"109.1","88.7","99.9","94.8","85.4","419","132","395","86",40.6,"9",4.2,2.9
"Kurtz, Nick","701762","211","11.9",38.9,"115.9","93.4","106.2","99.9","85.8","471","183","412","121",57.3,"38",18,8.8
"Wells, Austin","669224","210","20",33.8,"110.5","89.4","100.3","94.4","85.9","430","178","379","91",43.3,"14",6.7,4.1
"Bailey, Patrick","672275","205","13.8",34.1,"109.2","90.3","99.9","93.7","87.8","420","166","409","85",41.5,"14",6.8,4.6
"House, Brady","691781","204","9.5",31.9,"113.4","89.7","101.7","92.7","86.7","445","160","397","96",47.1,"21",10.3,6.7
"Soler, Jorge","624585","202","14.5",35.1,"112.7","88.5","101.6","92.4","84.9","432","172","400","86",42.6,"22",10.9,6.1
"Cowser, Colton","681297","202","13.1",31.7,"113.3","88","100.6","93.6","81.7","441","177","412","82",40.6,"21",10.4,6
"Manzardo, Kyle","700932","200","19.3",34.5,"108.4","89.5","98.8","93.3","85.2","454","186","386","82",41,"24",12,6.7
"McMahon, Ryan","641857","198","13.2",32.8,"110.9","90.9","101.7","93.6","89.1","430","173","387","93",47.2,"18",9.1,5.6
"Cruz, Oneil","665833","191","6.3",33.5,"119","95.2","106.6","99.2","92.7","450","166","413","106",55.5,"32",16.8,8.9
"Norby, Connor","681393","184","18.2",33.7,"106.9","86.7","97.6","91","82.5","418","180","393","65",35.3,"12",6.5,3.7
"Caissie, Owen","683357","171","16.4",42.7,"112.6","90.9","101.7","95.5","86.7","453","188","398","76",44.4,"23",13.5,7.1
"Hoskins, Rhys","656555","167","26.6",34.1,"112.3","89.4","99.9","95.6","81.9","424","193","389","69",41.3,"21",12.6,6.6
