"game_date","away_team","home_team","away_sp","home_sp","away_gap","home_gap","sp_edge","bat_edge","bp_edge","park_adj","composite","band","model_dir","aligned","alignment_type","qualified","away_ml","home_ml","away_rl","home_rl","total","away_score","home_score","model","lean","bet_placed","bet_description","bet_result","notes","logged_at"
"2026-06-04","SDP","PHI","Giolito, Lucas","Wheeler, Zack","","","0.0","0.0","0.08","0","0.08","0-2","NEUT","0","NONE","0","158","-193","-132","110","8.5","4","6","","0","1","PHI F5 ML","WIN","lean HOME (PHI); PHI F5 ML WIN; model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","BAL","BOS","Rogers, Trevor","Bello, Brayan","","","0.0","0.0","-0.58","-1.5","0.92","0-2","NEUT","0","NONE","0","-102","-118","151","-184","10.5","8","2","","1","1","OVER 8.5","WIN","lean AWAY (BAL); OVER 8.5 WIN (10 total); model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","CLE","NYY","Cecconi, Slade","Rodón, Carlos","","","0.0","0.0","0.22","-1.5","-1.28","0-2","NEUT","0","NONE","0","140","-170","-155","128","8.5","1","2","","1","0","NYY F5 lean (half)","PUSH","lean HOME (NYY); NYY F5 lean PUSH (tied after 5); model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","SFG","MIL","Houser, Adrian","Crow, Coleman","","","0.0","0.0","0.25","0","0.25","0-2","NEUT","0","NONE","0","153","-186","-126","104","9.0","12","9","","1","0","model lean AWAY (SFG)","","lean AWAY (SFG); pass; model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","TOR","ATL","Fluharty, Mason","Sale, Chris","","","0.0","0.0","0.11","0","0.11","0-2","NEUT","0","NONE","0","163","-199","-126","104","7.5","7","2","","1","1","ATL F5 ML","LOSS","Fluharty 3rd career SP; 3.97 ERA 1.37 WHIP 30K 9BB 22.2 IP (RP); ATL F5 ML LOSS (TOR 7-2); model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","KCR","MIN","Lugo, Seth","Morris, Andrew","","","0.0","0.0","0.25","0.5","0.75","0-2","NEUT","0","NONE","0","-118","-102","135","-163","9.0","8","6","","1","0","model 2-5 HOME/MIN (MISS)","","2-5 HOME/MIN; MISS (Morris not in file); KCR won 8-6; model wrong on lean","2026-06-04 14:33 UTC"
"2026-06-04","ATH","CHC","Ginn, J.T.","Imanaga, Shota","","","0.0","0.0","-0.11","-1.0","0.89","0-2","NEUT","0","NONE","0","","","","","","6","7","","0","0","model lean HOME (CHC)","","lean HOME (CHC); pass; 13 total OVER would have hit; model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","PIT","HOU","Jones, Jared","Teng, Kai-Wei","","","0.0","0.0","0.11","-0.5","-0.39","0-2","NEUT","0","NONE","0","","","","","","5","1","","0","0","model lean AWAY (PIT)","","lean AWAY (PIT); pass; model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-04","LAD","ARI","Wrobleski, Justin","Nelson, Ryne","","","0.0","0.0","0.01","0","0.01","0-2","NEUT","0","NONE","0","","","","","","2","3","","","1","LAD ML / LAD -1.5","LOSS","lean HOME (ARI); LAD ML LOSS (ARI 3-2); Wrobleski lucky signal confirmed; model_correct=lean","2026-06-04 14:33 UTC"
"2026-06-03","MIA","WSH","Bachar, Lake","Mikolas, Miles","0.000","+0.022","-0.0","-2.9","-0.09","0.0","-7.2","5-8","HOME","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula; missing SP flag (WSH side only known)","2026-06-04 14:20 UTC"
"2026-06-03","DET","TBR","Flaherty, Jack","Matz, Steven","-0.037","-0.008","6.2","1.8","-0.03","0.5","6.2","5-8","AWAY","1","BILATERAL","1","","","","","","","","","","0","","","CORRECTED formula; DET starter not in file estimate","2026-06-04 14:20 UTC"
"2026-06-03","CWS","MIN","Martin, Davis","Prielipp, Connor","","-0.016","4.4","0.0","-0.16","0.5","4.4","2-5","AWAY","0","SP-DOM","0","","","","","","","","","","0","","","CORRECTED formula; Martin not in file","2026-06-04 14:20 UTC"
"2026-06-03","NYM","SEA","TBD","Gilbert, Logan","","-0.038","-1.7","-1.0","-0.08","0.0","-1.7","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula; NYM TBD","2026-06-04 14:20 UTC"
"2026-06-03","SDP","PHI","Vásquez, Randy","Nola, Aaron","-0.059","+0.026","-3.4","-0.6","0.14","0.0","-3.4","2-5","HOME","0","SP-DOM","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","BAL","BOS","Baz, Shane","Early, Connelly","-0.044","-0.047","1.4","1.3","-0.81","-1.5","1.4","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","CLE","NYY","Cantillo, Joey","Schlittler, Cam","+0.011","-0.037","-5.3","-4.3","0.53","-1.5","-5.3","5-8","HOME","1","BILATERAL","1","","","","","","","","","","0","","","CORRECTED formula; missing SP flag estimate","2026-06-04 14:20 UTC"
"2026-06-03","KCR","CIN","Cameron, Noah","Abbott, Andrew","+0.058","-0.010","-2.5","-2.4","0.26","-1.0","-2.5","2-5","HOME","1","BILATERAL","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","TOR","ATL","Corbin, Patrick","Elder, Bryce","+0.016","-0.023","-5.0","-3.0","0.18","0.0","-5.0","5-8","HOME","1","BILATERAL","1","","","","","","3","7","1","","1","ATL -1.5 +139 & ATL ML","WIN","CORRECTED formula; QUALIFYING SP-DOM; Corbin lucky signal; ATL 7-3","2026-06-04 14:20 UTC"
"2026-06-03","SFG","MIL","McDonald, Trevor","Harrison, Kyle","+0.003","-0.005","-1.4","-1.6","0.42","0.0","-1.4","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","TEX","STL","Eovaldi, Nathan","May, Dustin","-0.021","-0.077","-3.7","0.0","-0.1","0.0","-3.7","2-5","HOME","0","SP-DOM","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","ATH","CHC","Jump, Gage","Taillon, Jameson","","-0.053","1.5","0.0","-0.27","-1.0","1.5","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","PIT","HOU","Skenes, Paul","Arrighetti, Spencer","-0.002","-0.075","7.0","-0.2","0.16","-0.5","7.0","5-8","AWAY","1","SP-DOM","1","","","","","","9","11","0","","1","PIT F5 ML (SP-DOM red bullpen flag → F5 only)","WIN","CORRECTED formula; QUALIFYING; Arrighetti lucky; PIT led F5; HOU won game 11-9","2026-06-04 14:20 UTC"
"2026-06-03","COL","LAA","Sugano, Tomoyuki","Rodriguez, Grayson","+0.029","-0.043","3.6","-0.1","-0.09","0.0","3.6","2-5","AWAY","0","SP-DOM","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-03","LAD","ARI","Lauer, Eric","Soroka, Michael","","-0.042","0.4","4.0","0.04","0.0","0.4","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","CORRECTED formula","2026-06-04 14:20 UTC"
"2026-06-02","DET","TBR","Flaherty, Jack","Matz, Steven","-0.037","-0.008","-5.9","1.8","-0.03","0.5","-4.6","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula; full slate scan","2026-06-04 14:20 UTC"
"2026-06-02","SDP","PHI","Vásquez, Randy","Nola, Aaron","-0.059","+0.026","8.5","-0.6","0.14","0.0","8.0","8+","AWAY","1","SP-DOM","1","","","","","","2","3","0","","1","PHI F5 ML (overlay override)","WIN","OLD formula; model AWAY/SDP; overlay PHI; PHI 3-2","2026-06-04 14:20 UTC"
"2026-06-02","BAL","BOS","Baz, Shane","Early, Connelly","-0.044","-0.047","-4.4","1.3","-0.81","-1.5","-2.4","2-5","HOME","0","SP-DOM","0","","","","","","","","","","0","","","OLD formula","2026-06-04 14:20 UTC"
"2026-06-02","MIA","WSH","Bachar, Lake","Mikolas, Miles","0.000","+0.022","0.0","-2.9","-0.09","0.0","-3.0","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula; Bachar gap=0.000","2026-06-04 14:20 UTC"
"2026-06-02","CLE","NYY","Cantillo, Joey","Schlittler, Cam","+0.011","-0.037","-4.8","-4.3","0.53","-1.5","-7.1","5-8","HOME","1","BILATERAL","1","","","","","","9","4","0","","1","NYY F5 ML","LOSS","OLD formula; QUALIFYING; model HOME/NYY; CLE 9-4; LOSS","2026-06-04 14:20 UTC"
"2026-06-02","KCR","CIN","Cameron, Noah","Abbott, Andrew","+0.058","-0.010","-0.8","-2.4","0.26","-1.0","-1.9","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","OLD formula; 0-2 band","2026-06-04 14:20 UTC"
"2026-06-02","TOR","ATL","Gausman, Kevin","Elder, Bryce","+0.014","-0.023","-0.4","-3.0","0.18","0.0","-3.2","2-5","HOME","0","NONE","0","","","","","","3","4","1","","0","","","OLD formula; ATL 4-3","2026-06-04 14:20 UTC"
"2026-06-02","CWS","MIN","Martin, Davis","Prielipp, Connor","","-0.016","3.6","0.0","-0.16","0.5","3.9","2-5","AWAY","0","SP-DOM","0","","","","","","","","","","0","","","OLD formula; Martin not in file","2026-06-04 14:20 UTC"
"2026-06-02","SFG","MIL","McDonald, Trevor","Harrison, Kyle","+0.003","-0.005","-2.2","-1.6","0.42","0.0","-3.4","2-5","HOME","1","BILATERAL","0","","","","","","","","","","0","","","OLD formula; MIL won 8-3","2026-06-04 14:20 UTC"
"2026-06-02","TEX","STL","Eovaldi, Nathan","May, Dustin","-0.021","-0.077","3.0","0.0","-0.1","0.0","2.9","2-5","AWAY","0","SP-DOM","0","","","","","","","","","","0","","","OLD formula","2026-06-04 14:20 UTC"
"2026-06-02","ATH","CHC","Jump, Gage","Taillon, Jameson","","-0.053","0.5","0.0","-0.27","-1.0","-0.8","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","OLD formula; Jump not in file","2026-06-04 14:20 UTC"
"2026-06-02","PIT","HOU","Chandler, Bubba","Burrows, Mike","+0.029","+0.016","5.3","-0.2","0.16","-0.5","4.8","2-5","AWAY","0","SP-DOM","0","","","","","","","","","","0","","","OLD formula","2026-06-04 14:20 UTC"
"2026-06-02","COL","LAA","Sugano, Tomoyuki","Rodriguez, Grayson","+0.029","-0.043","7.6","-0.1","-0.09","0.0","7.4","5-8","AWAY","1","SP-DOM","1","","","","","","9","8","1","","0","","","OLD formula; 5-8 aligned; COL won 9-8","2026-06-04 14:20 UTC"
"2026-06-02","LAD","ARI","Lauer, Eric","Soroka, Michael","","-0.042","-1.5","4.0","0.04","0.0","2.5","2-5","AWAY","0","NONE","0","","","","","","","","","","0","","","OLD formula; Lauer not in file","2026-06-04 14:20 UTC"
"2026-06-02","NYM","SEA","TBD","Gilbert, Logan","","-0.038","0.1","-1.0","-0.08","0.0","-1.0","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","OLD formula; NYM TBD starter","2026-06-04 14:20 UTC"
"2026-06-01","DET","TBR","Madden, Ty","Jax, Griffin","","-0.008","-0.8","1.8","0.0","0.5","1.5","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","OLD formula; model NEUT","2026-06-04 14:20 UTC"
"2026-06-01","MIA","WSH","Alcantara, Sandy","Cavalli, Cade","+0.022","+0.007","-1.5","-2.9","0.0","0.0","-4.4","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula; model HOME/WSH","2026-06-04 14:20 UTC"
"2026-06-01","KCR","CIN","Avila, Luinder","Burns, Chase","+0.058","-0.010","-6.8","-2.4","0.0","-1.0","-8.2","8+","HOME","1","BILATERAL","1","","","","","","","","","","0","","","OLD formula; QUALIFYING; model HOME/CIN; CIN won","2026-06-04 14:20 UTC"
"2026-06-01","CWS","MIN","Sandlin, David","Ryan, Joe","","-0.016","-1.6","0.0","0.0","0.5","-2.1","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula; Sandlin not in file","2026-06-04 14:20 UTC"
"2026-06-01","SFG","MIL","Roupp, Landen","Drohan, Shane","+0.003","-0.005","-0.8","-1.6","0.0","0.0","-2.4","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula","2026-06-04 14:20 UTC"
"2026-06-01","TEX","STL","deGrom, Jacob","McGreevy, Michael","-0.021","-0.077","-5.6","0.0","0.0","0.0","-5.6","5-8","HOME","1","SP-DOM","1","","","","","","","","","","0","","","OLD formula; QUALIFYING SP-DOM; model HOME/STL; TEX won 7-4 (model wrong)","2026-06-04 14:20 UTC"
"2026-06-01","COL","LAA","Freeland, Kyle","Soriano, José","+0.029","-0.043","-7.2","-0.1","0.0","0.0","-7.3","5-8","HOME","1","SP-DOM","1","","","","","","","","","","0","","","OLD formula; QUALIFYING SP-DOM; model HOME/LAA; LAA won (model correct)","2026-06-04 14:20 UTC"
"2026-06-01","LAD","ARI","Sheehan, Emmet","Rodriguez, Eduardo","+0.024","-0.042","-6.6","4.0","0.0","0.0","-2.6","2-5","HOME","0","NONE","0","","","","","","","","","","0","","","OLD formula; LAD not aligned","2026-06-04 14:20 UTC"
"2026-06-01","NYM","SEA","Warren, Austin","Hancock, Emerson","","-0.038","-3.8","-1.0","0.0","0.0","-4.8","2-5","HOME","0","SP-DOM","0","","","","","","","","","","0","","","OLD formula; Warren not in file","2026-06-04 14:20 UTC"
"2026-05-31","TOR","BAL","Miles, Spencer","Bradish, Kyle","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","5","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","SDP","WSH","Canning, Griffin","Littell, Zack","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","MIN","PIT","Matthews, Zebby","Ashcraft, Braxton","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","3","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","BOS","CLE","Suarez, Ranger","Bibee, Tanner","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","9","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","LAA","TBR","Kochanowicz, Jack","McClanahan, Shane","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","2","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","ATL","CIN","Strider, Spencer","Lodolo, Nick","","","0.0","0.0","0.0","-1.0","0.0","0-2","NEUT","0","NONE","0","","","","","","4","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","MIA","NYM","King, John","McLean, Nolan","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","10","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","DET","CWS","Montero, Keider","Burke, Sean","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","MIL","HOU","Misiorowski, Jacob","Imai, Tatsuya","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","2","0","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","KCR","TEX","Wacha, Michael","Leiter, Jack","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","3","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","SFG","COL","Ray, Robbie","Gordon, Tanner","","","0.0","0.0","0.0","-3.0","0.0","0-2","NEUT","0","NONE","0","","","","","","19","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","NYY","ATH","Warren, Will","Lopez, Jacob","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","13","8","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","ARI","SEA","Kelly, Merrill","Miller, Bryce","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","PHI","LAD","Painter, Andrew","Yamamoto, Yoshinobu","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-31","CHC","STL","Wicks, Jordan","Liberatore, Matthew","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","DET","CWS","Valdez, Framber","Kay, Anthony","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","7","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","SDP","WSH","King, Michael","Griffin, Foster","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","4","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","KCR","TEX","Lugo, Seth","Rocker, Kumar","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","6","7","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","TOR","BAL","Yesavage, Trey","Young, Brandon","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","5","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","MIN","PIT","Ober, Bailey","Keller, Mitch","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","9","10","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","BOS","CLE","Gray, Sonny","Messick, Parker","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","9","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","LAA","TBR","Detmers, Reid","Rasmussen, Drew","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","14","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","MIA","NYM","Phillips, Tyler","Scott, Christian","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","MIL","HOU","Sproat, Brandon","Lambert, Peter","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","2","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","CHC","STL","Brown, Ben","Leahy, Kyle","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","6","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","ATL","CIN","Pérez, Martín","Singer, Brady","","","0.0","0.0","0.0","-1.0","0.0","0-2","NEUT","0","NONE","0","","","","","","5","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","SFG","COL","Houser, Adrian","Feltner, Ryan","","","0.0","0.0","0.0","-3.0","0.0","0-2","NEUT","0","NONE","0","","","","","","3","8","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","NYY","ATH","Weathers, Ryan","Ginn, J.T.","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","4","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","ARI","SEA","Nelson, Ryne","Woo, Bryan","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-30","PHI","LAD","Luzardo, Jesús","Sasaki, Roki","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","4","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","ATL","CIN","Holmes, Grant","Paddack, Chris","","","0.0","0.0","0.0","-1.0","0.0","0-2","NEUT","0","NONE","0","","","","","","8","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","SDP","WSH","Giolito, Lucas","Schultz, Paxton","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","7","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","MIN","PIT","Bradley, Taj","Jones, Jared","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","5","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","TOR","BAL","Macko, Adam","Rogers, Trevor","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","6","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","BOS","CLE","Samaniego, Tyler","Cecconi, Slade","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","3","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","LAA","TBR","Ureña, Walbert","Martinez, Nick","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","5","8","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","MIA","NYM","Meyer, Max","Peralta, Freddy","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","7","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","CHC","STL","Imanaga, Shota","Pallante, Andre","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","5","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","DET","CWS","Melton, Troy","Fedde, Erick","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","3","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","KCR","TEX","Kolek, Stephen","Gore, MacKenzie","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","1","9","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","MIL","HOU","Crow, Coleman","Teng, Kai-Wei","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","5","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","SFG","COL","Webb, Logan","Lorenzen, Michael","","","0.0","0.0","0.0","-3.0","0.0","0-2","NEUT","0","NONE","0","","","","","","6","8","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","NYY","ATH","Rodón, Carlos","Severino, Luis","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","8","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","ARI","SEA","Gallen, Zac","Kirby, George","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","6","7","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-29","PHI","LAD","Wheeler, Zack","Wrobleski, Justin","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","LAA","DET","Rodriguez, Grayson","Flaherty, Jack","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","7","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","MIN","CWS","Richardson, Simeon Woods","Martin, Davis","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","ATL","BOS","Sale, Chris","Tolle, Payton","","","0.0","0.0","0.0","-1.5","0.0","0-2","NEUT","0","NONE","0","","","","","","10","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","TOR","BAL","Corbin, Patrick","Bassitt, Chris","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","CHC","PIT","Rea, Colin","Skenes, Paul","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","7","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-28","HOU","TEX","Arrighetti, Spencer","Eovaldi, Nathan","","","0.0","0.0","0.0","-0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","5","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","MIA","TOR","Pérez, Eury","Gausman, Kevin","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","1","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","WSH","CLE","Poulin, PJ","Williams, Gavin","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","STL","MIL","May, Dustin","Patrick, Chad","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","1","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","SEA","ATH","Gilbert, Logan","Springs, Jeffrey","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","9","1","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","ARI","SFG","Soroka, Michael","McDonald, Trevor","","","0.0","0.0","0.0","1.5","0.0","0-2","NEUT","0","NONE","0","","","","","","3","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","PHI","SDP","Sánchez, Cristopher","Buehler, Walker","","","0.0","0.0","0.0","1.5","0.0","0-2","NEUT","0","NONE","0","","","","","","3","0","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","TBR","BAL","Matz, Steven","Gibson, Trey","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","11","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","LAA","DET","Soriano, José","Mize, Casey","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","0","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-27","CHC","PIT","Taillon, Jameson","Ashcraft, Braxton","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","10","4","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
