"game_date","away_team","home_team","away_sp","home_sp","away_gap","home_gap","sp_edge","bat_edge","bp_edge","park_adj","composite","band","model_dir","aligned","alignment_type","qualified","away_ml","home_ml","away_rl","home_rl","total","away_score","home_score","model","lean","bet_placed","bet_description","bet_result","notes","logged_at"
"2026-05-01","HOU","BOS","Burrows, Mike","Bennett, Jake","","","0.0","0.0","0.0","-1.5","0.0","0-2","NEUT","0","NONE","0","","","","","","1","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","SFG","TBR","Ray, Robbie","McClanahan, Shane","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","0","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","PHI","MIA","Wheeler, Zack","Pérez, Eury","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","6","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","TOR","MIN","Corbin, Patrick","Richardson, Simeon Woods","","","0.0","0.0","0.0","0.5","0.0","0-2","NEUT","0","NONE","0","","","","","","7","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","LAD","STL","Sheehan, Emmet","Liberatore, Matthew","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","2","7","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","ATL","COL","Holmes, Grant","Quintana, Jose","","","0.0","0.0","0.0","-3.0","0.0","0-2","NEUT","0","NONE","0","","","","","","8","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","NYM","LAA","Scott, Christian","Ureña, Walbert","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","4","3","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","CLE","ATH","Cantillo, Joey","Ginn, J.T.","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","8","5","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","CWS","SDP","Schultz, Noah","Márquez, Germán","","","0.0","0.0","0.0","1.5","0.0","0-2","NEUT","0","NONE","0","","","","","","8","2","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-05-01","KCR","SEA","Ragans, Cole","Woo, Bryan","","","0.0","0.0","0.0","0","0.0","0-2","NEUT","0","NONE","0","","","","","","7","6","","","0","","","backfill — composite uses current stats (approx)","2026-06-04 14:36 UTC"
"2026-06-05","SDP","PHI","Giolito, Lucas","Wheeler, Zack","","","0.0","0.0","0.08","0","0.08","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","BAL","BOS","Rogers, Trevor","Bello, Brayan","","","0.0","0.0","-0.57","-1.5","0.93","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","CLE","NYY","Cecconi, Slade","Rodón, Carlos","","","0.0","0.0","0.22","-1.5","-1.28","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","SFG","MIL","Houser, Adrian","Crow, Coleman","","","0.0","0.0","0.25","0","0.25","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","TOR","ATL","Fluharty, Mason","Sale, Chris","","","0.0","0.0","0.11","0","0.11","0-2","NEUT","0","NONE","0","210","-261","-107","-113","7.5","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","KCR","MIN","Lugo, Seth","Morris, Andrew","","","-1.86","-0.5","0.38","0.5","-2.48","2-5","HOME","0","NONE","0","-115","-105","134","-163","9.0","3","5","","1","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","ATH","CHC","Ginn, J.T.","Imanaga, Shota","","","0.0","0.0","-0.14","-1.0","0.86","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","PIT","HOU","Jones, Jared","Teng, Kai-Wei","","","0.0","0.0","0.11","-0.5","-0.39","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","LAD","ARI","Wrobleski, Justin","Nelson, Ryne","","","0.0","0.0","0.03","0","0.03","0-2","NEUT","0","NONE","0","","","","","","","","","","0","","","","2026-06-05 00:08 UTC"
"2026-06-05","SFG","CHC","Ray, Robbie","Cabrera, Edward","","","0.26","-0.6","0.16","-1.0","0.82","0-2","NEUT","0","NONE","0","","","","","","18","3","","1","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","SEA","DET","Woo, Bryan","Valdez, Framber","","","0.39","0.7","-0.41","0.0","0.68","0-2","NEUT","0","NONE","0","","","","","","3","7","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","CWS","PHI","Kay, Anthony","Luzardo, Jesús","","","-2.26","2.6","-0.28","0.0","0.06","0-2","NEUT","0","NONE","0","","","","","","6","8","","0","0","PHI F5 lean","WIN","","2026-06-05 16:21 UTC"
"2026-06-05","BOS","NYY","Gray, Sonny","Weathers, Ryan","","","-0.54","-2.5","0.77","-1.5","-0.77","0-2","NEUT","0","NONE","0","","","","","","5","3","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","BAL","TOR","Young, Brandon","Yesavage, Trey","","","-0.19","1.0","-0.35","0.5","0.96","0-2","NEUT","0","NONE","0","","","","","","13","3","","1","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","TBR","MIA","Rasmussen, Drew","Gusto, Ryan","","","-1.57","1.2","0.05","0.0","-0.32","0-2","NEUT","0","NONE","0","","","","","","6","0","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","PIT","ATL","Keller, Mitch","Pérez, Martín","","","0.41","-0.2","0.0","0.0","0.21","0-2","NEUT","0","NONE","0","","","","","","3","6","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","ATH","HOU","Perkins, Jack","Lambert, Peter","","","-0.29","-0.3","0.05","-0.5","-0.04","0-2","NEUT","0","NONE","0","","","","","","1","5","","","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","CIN","STL","Singer, Brady","Leahy, Kyle","","","2.3","0.1","-0.48","0.0","1.92","0-2","NEUT","0","NONE","0","","","","","","3","10","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","CLE","TEX","Messick, Parker","Rocker, Kumar","","","2.58","0.1","-0.16","-0.5","2.02","2-5","AWAY","0","NONE","0","","","","","","2","3","","0","0","","","","2026-06-05 16:21 UTC"
"2026-06-05","MIL","COL","Sproat, Brandon","Feltner, Ryan","","","0.8","0.6","0.32","-3.0","-1.28","0-2","NEUT","0","NONE","0","","","","","","9","7","","0","0","OVER 12 consideration","WIN","","2026-06-05 16:21 UTC"
"2026-06-05","WSH","ARI","Griffin, Foster","Kelly, Merrill","","","1.72","1.6","0.31","0.0","3.63","2-5","AWAY","0","NONE","0","","","","","","14","1","","1","1","WSH F5 lean","WIN","","2026-06-05 16:21 UTC"
"2026-06-05","NYM","SDP","Scott, Christian","King, Michael","","","0.77","-0.1","-0.13","1.5","2.04","2-5","AWAY","0","NONE","0","","","","","","5","0","","1","1","NYM ML","WIN","","2026-06-05 16:21 UTC"
"2026-06-05","LAA","LAD","Kochanowicz, Jack","Yamamoto, Yoshinobu","","","0.11","-3.2","-0.01","0.0","-3.09","2-5","HOME","0","NONE","0","","","","","","0","1","","1","1","LAD ML / LAD -1.5","WIN","","2026-06-05 16:21 UTC"
"2026-06-06","SFG","CHC","Ray, Robbie","Cabrera, Edward","-0.0026","0.0005","-0.31","-0.8","0.16","-1.0","0.05","0-2","NEUT","0","NONE","0","-10000","1420","-113","-115","14.5","2","3","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","SEA","DET","Woo, Bryan","Valdez, Framber","-0.0086","-0.0144","0.58","0.9","-0.25","0.0","1.23","0-2","NEUT","0","NONE","0","-120","-101","142","-173","7.5","4","0","","1","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","CWS","PHI","Kay, Anthony","Luzardo, Jesús","-0.0085","0.0116","-2.01","2.6","-0.15","0.0","0.44","0-2","NEUT","0","NONE","0","157","-192","-132","109","8.5","6","3","","1","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","BOS","NYY","Gray, Sonny","Weathers, Ryan","-0.0054","-0.0024","-0.3","-2.6","0.89","-1.5","-0.51","0-2","NEUT","0","NONE","0","119","-144","-174","143","8.0","","","","","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","BAL","TOR","Young, Brandon","Yesavage, Trey","0.0045","0.009","-0.45","0.9","-0.19","0.5","0.76","0-2","NEUT","0","NONE","0","128","-154","-161","133","8.5","4","6","","0","1","BAL ML","LOSS","","2026-06-06 00:06 UTC"
"2026-06-06","TBR","MIA","Rasmussen, Drew","Gusto, Ryan","-0.014","0.0045","-1.85","1.0","0.04","0.0","-0.81","0-2","NEUT","0","NONE","0","-142","118","123","-149","7.5","3","4","","1","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","PIT","ATL","Keller, Mitch","Pérez, Martín","-0.0132","-0.0189","0.57","-0.4","0.09","0.0","0.26","0-2","NEUT","0","NONE","0","123","-148","-171","141","8.5","3","6","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","ATH","HOU","Perkins, Jack","Lambert, Peter","0.0027","-0.0017","0.44","-0.7","-0.01","-0.5","0.23","0-2","NEUT","0","NONE","0","","","","","","2","13","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","CIN","STL","Singer, Brady","Leahy, Kyle","0.0051","-0.0218","2.69","-0.3","-0.23","0.0","2.16","2-5","AWAY","0","NONE","0","","","","","","5","6","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","CLE","TEX","Messick, Parker","Rocker, Kumar","0.0038","-0.0185","2.23","0.3","-0.08","-0.5","1.95","0-2","NEUT","0","NONE","0","","","","","","6","0","","1","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","KCR","MIN","Wacha, Michael","Matthews, Zebby","-0.0168","0.0035","-2.03","-0.6","0.18","0.5","-2.95","2-5","HOME","0","NONE","0","","","","","","3","2","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","MIL","COL","Sproat, Brandon","Feltner, Ryan","0.0095","-0.0034","1.29","0.8","0.16","-3.0","-0.75","0-2","NEUT","0","NONE","0","","","","","","7","1","","0","1","MIL ML","WIN","","2026-06-06 00:06 UTC"
"2026-06-06","WSH","ARI","Griffin, Foster","Kelly, Merrill","-0.0095","-0.0235","1.4","2.4","0.16","0.0","3.96","2-5","AWAY","0","NONE","0","","","","","","6","1","","1","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","NYM","SDP","Scott, Christian","King, Michael","-0.0131","-0.0156","0.25","0.3","-0.18","1.5","1.87","0-2","NEUT","0","NONE","0","","","","","","2","3","","0","0","","","","2026-06-06 00:06 UTC"
"2026-06-06","LAA","LAD","TBD","Sasaki, Roki","","-0.0043","0.43","-3.4","0.01","0.0","-2.96","2-5","HOME","0","NONE","0","","","","","","2","9","","1","1","LAD ML / LAD -1.5","WIN","","2026-06-06 00:06 UTC"
"2026-06-07","SEA","DET","Castillo, Luis","Flaherty, Jack","-0.009","+0.007","-1.6","1.0","-0.18","0.0","-0.78","0-2","NEUT","0","","0","-136","113","123","-149","8.5","4","5","","1","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","KCR","MIN","Cameron, Noah","Prielipp, Connor","-0.014","+0.003","-1.68","-0.5","0.11","0.5","-2.57","2-5","HOME","0","","0","129","-156","-171","141","8.0","6","5","","0","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","CIN","STL","Lowder, Rhett","McGreevy, Michael","-0.029","-0.025","-0.33","-0.2","-0.14","0.0","-0.67","0-2","NEUT","0","","0","109","-131","-194","159","9.5","3","5","","1","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","SFG","CHC","McDonald, Trevor","Taillon, Jameson","-0.004","-0.007","0.32","-0.9","0.27","-1.0","0.69","0-2","NEUT","0","","0","119","-143","-181","149","8.5","2","1","","1","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","BAL","TOR","Baz, Shane","Gausman, Kevin","+0.002","-0.015","1.66","0.9","-0.15","0.5","2.91","2-5","AWAY","0","","0","-108","-112","153","-186","8.0","4","6","","0","0","","","PASS — 2nd straight day","2026-06-07 00:04 UTC"
"2026-06-07","CWS","PHI","Gilbert, Tyler","Nola, Aaron","-0.005","+0.018","-2.36","2.4","-0.22","0.0","-0.18","0-2","NEUT","0","","0","113","-136","-175","144","10.0","5","9","","1","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","WSH","ARI","Cavalli, Cade","Soroka, Michael","+0.009","-0.003","1.17","2.2","0.16","0.0","3.53","2-5","AWAY","0","","0","135","-163","-149","123","9.0","1","5","","0","1","WSH ML","LOSS","POS+6 failed; WSH sweep ended","2026-06-07 00:04 UTC"
"2026-06-07","ATH","HOU","Jump, Gage","Burrows, Mike","","+0.013","-1.32","-0.4","-0.1","-0.5","-1.32","0-2","NEUT","0","","0","-108","-112","153","-186","9.0","5","0","","0","0","","","‡MISS Jump not in file","2026-06-07 00:04 UTC"
"2026-06-07","PIT","ATL","Montgomery, Mason","Elder, Bryce","+0.006","-0.005","1.08","-0.3","-0.03","0.0","0.75","0-2","NEUT","0","","0","-105","-115","151","-183","8.5","2","3","","0","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","TBR","MIA","Jax, Griffin","Alcantara, Sandy","-0.002","-0.005","0.36","0.9","-0.05","0.0","1.21","0-2","NEUT","0","","0","-154","130","108","-130","8.0","1","4","","0","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","CLE","TEX","Cantillo, Joey","deGrom, Jacob","+0.007","-0.015","2.11","-0.2","-0.01","-0.5","1.4","0-2","NEUT","0","","0","-108","-112","159","-194","8.0","0","10","","0","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","BOS","NYY","Suarez, Ranger","Schlittler, Cam","+0.000","-0.023","2.29","-2.7","0.55","-1.5","-1.36","0-2","NEUT","0","","0","113","-136","-194","159","8.5","1","6","","1","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","MIL","COL","Drohan, Shane","Freeland, Kyle","-0.002","+0.007","-0.92","1.1","0.08","-3.0","-2.74","2-5","HOME","0","","0","-161","133","-110","-110","12.0","12","4","","0","0","","","","2026-06-07 00:04 UTC"
"2026-06-07","LAA","LAD","Soriano, José","Sheehan, Emmet","-0.019","+0.010","-2.86","-3.2","-0.0","0.0","-6.06","5-8","HOME","1","bilateral","1","163","-199","-131","108","8.5","13","5","0","0","1","LAD -1.5 / LAD ML","LOSS","★QUAL -6.19 BILATERAL — LAA 13-5 upset","2026-06-07 00:04 UTC"
"2026-06-07","NYM","SDP","Brazobán, Huascar","Vásquez, Randy","-0.012","-0.032","2.07","0.6","-0.06","1.5","4.11","2-5","AWAY","0","","0","108","-131","-206","168","7.0","7","3","","1","1","NYM F5 consideration","WIN","POS+3 lean hit","2026-06-07 00:04 UTC"
"2026-06-08","SEA","BAL","Hancock, Emerson","TBD","-0.0208","","-2.08","0.0","0.06","0","-2.02","2-5","HOME","0","NONE","0","","","","","","6","3","","0","0","","","","2026-06-08 17:50 UTC"
"2026-06-08","BOS","TBR","Early, Connelly","Seymour, Ian","-0.014","-0.006","-0.8","-1.1","0.3","0.5","-2.1","2-5","HOME","0","NONE","0","","","","","","1","3","","1","0","","","","2026-06-08 17:50 UTC"
"2026-06-08","NYY","CLE","Warren, Will","Williams, Gavin","-0.0022","-0.0177","1.55","2.7","-0.34","0","3.91","2-5","AWAY","1","BILATERAL","0","","","","","","7","5","","1","0","","","PASS — model right (NYY 7-5); overlay flagged Warren xFIP conflict","2026-06-08 17:50 UTC"
"2026-06-08","PHI","TOR","Sánchez, Cristopher","Corbin, Patrick","-0.0054","-0.0082","0.28","-0.6","-0.13","0.5","-0.95","0-2","NEUT","0","NONE","0","","","","","","5","2","","0","0","","","","2026-06-08 17:50 UTC"
"2026-06-08","HOU","LAA","Arrighetti, Spencer","Rodriguez, Grayson","-0.0156","0.0014","-1.7","1.2","0.03","0","-0.47","0-2","NEUT","0","NONE","0","","","","","","5","4","","0","0","","","","2026-06-08 17:50 UTC"
"2026-06-08","CIN","SDP","Abbott, Andrew","Buehler, Walker","-0.0057","-0.0082","0.25","2.6","-0.08","1.5","4.27","2-5","AWAY","0","NONE","0","","","","","","2","6","","0","1","CIN ML","LOSS","","2026-06-08 17:50 UTC"
"2026-06-08","WSH","SFG","Mikolas, Miles","Webb, Logan","-0.0037","-0.0077","0.4","1.2","-0.27","1.5","2.83","2-5","AWAY","0","NONE","0","","","","","","4","3","","1","0","","","PASS — model right (WSH 4-3); passed on Webb at home","2026-06-08 17:50 UTC"
"2026-06-08","MIL","ATH","Harrison, Kyle","Springs, Jeffrey","-0.0064","0.0042","-1.06","0.3","0.04","0","-0.72","0-2","NEUT","0","NONE","0","","","","","","15","14","","0","0","","","MIL won 15-14 thriller; model lean HOME/ATH wrong","2026-06-08 17:50 UTC"
2026-06-09,SEA,BAL,"Gilbert, Logan","Rogers, Trevor",-0.0021,-0.0058,0.37,0.0,0.23,0,0.6,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,LAD,PIT,"Lauer, Eric","Skenes, Paul",-0.003,0.0006,-0.36,1.8,-0.43,0,1.01,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,BOS,TBR,"Tolle, Payton","Martinez, Nick",0.0025,-0.0103,1.28,-1.3,0.47,0.5,0.95,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,MIN,DET,"Bradley, Taj","Melton, Troy",-0.0023,-0.0073,0.5,0.2,-0.2,0,0.5,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,ARI,MIA,"Gallen, Zac","Meyer, Max",-0.0047,-0.0141,0.94,-0.5,-0.46,0,-0.02,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,NYY,CLE,"Cole, Gerrit","Cecconi, Slade",-0.005,0.002,-0.7,2.8,-0.6,0,1.5,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,PHI,TOR,"Wheeler, Zack","Cease, Dylan",-0.0054,0.0037,-0.91,-0.5,-0.2,0.5,-2.11,2-5,HOME,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,STL,NYM,"May, Dustin","Peralta, Freddy",0.0005,-0.0016,0.21,2.2,0.43,0,2.84,2-5,AWAY,0,NONE,0,NEUTRAL,GOOD,GOOD,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,TEX,KCR,"Eovaldi, Nathan","Kolek, Stephen",-0.0133,-0.0118,-0.15,0.5,0.29,0,0.64,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,ATL,CWS,"Holmes, Grant","Fedde, Erick",-0.0061,-0.0001,-0.6,0.2,0.66,0,0.26,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,CHC,COL,"Rea, Colin","Sugano, Tomoyuki",-0.0176,-0.0275,0.99,1.1,0.85,-3.0,-0.06,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,HOU,LAA,"Teng, Kai-Wei","Ureña, Walbert",-0.0045,0.002,-0.65,1.1,0.2,0,0.65,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,CIN,SDP,"Burns, Chase","Giolito, Lucas",-0.0015,-0.01,0.85,2.6,0.09,1.5,5.04,5-8,AWAY,0,NONE,0,NEUTRAL,GREAT,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,WSH,SFG,"Alvarez, Andrew","Houser, Adrian",,0.0043,-0.43,1.4,-0.66,1.5,1.81,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
2026-06-09,MIL,ATH,"Gasser, Robert","Ginn, J.T.",,0.0007,-0.07,0.3,0.01,0,0.24,0-2,NEUT,0,NONE,0,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0,,,,,,,,,,0,,,,2026-06-09 17:23 UTC
